"main_sound","level","hanja","meaning","radical","strokes","total_strokes","unicode_decimal","unicode_hex","unicode_escape"
"경","4급Ⅱ","警","[[['깨우칠'], ['경']]]","言","13","20","35686","8B66","U+8B66"
"경","4급Ⅱ","慶","[[['경사'], ['경']]]","心","11","15","24950","6176","U+6176"
"경","4급","驚","[[['놀랄'], ['경']]]","馬","13","23","39514","9A5A","U+9A5A"
"경","4급","更","[[['고칠'], ['경']], [['다시'], ['갱']]]","曰","3","7","26356","66F4","U+66F4"
"경","4급","傾","[[['기울'], ['경']]]","人","11","13","20670","50BE","U+50BE"
"경","4급","鏡","[[['거울'], ['경']]]","金","11","19","37857","93E1","U+93E1"
"경","3급Ⅱ","頃","[[['이랑', '잠깐'], ['경']]]","頁","2","11","38915","9803","U+9803"
"경","3급Ⅱ","徑","[[['지름길', '길'], ['경']]]","彳","7","10","24465","5F91","U+5F91"
"경","3급Ⅱ","硬","[[['굳을'], ['경']]]","石","7","12","30828","786C","U+786C"
"경","3급Ⅱ","耕","[[['밭갈[犁田]'], ['경']]]","耒","4","10","32789","8015","U+8015"
"경","3급","卿","[[['벼슬'], ['경']]]","卩","10","12","21375","537F","U+537F"
"경","3급","庚","[[['별'], ['경']]]","广","5","8","24218","5E9A","U+5E9A"
"경","3급","竟","[[['마침내'], ['경']]]","立","6","11","31455","7ADF","U+7ADF"
"경","2급","璟","[[['옥빛'], ['경']]]","玉","12","16","29855","749F","U+749F"
"경","2급","儆","[[['경계할'], ['경']]]","人","13","15","20742","5106","U+5106"
"경","2급","瓊","[[['구슬'], ['경']]]","玉","15","19","29898","74CA","U+74CA"
"경","2급","炅","[[['빛날'], ['경']]]","火","4","8","28805","7085","U+7085"
"경","1급","勁","[[['굳셀'], ['경']]]","力","7","9","21185","52C1","U+52C1"
"경","1급","鯨","[[['고래'], ['경']]]","魚","8","19","39912","9BE8","U+9BE8"
"경","1급","憬","[[['깨달을', '동경할'], ['경']]]","心","12","15","25004","61AC","U+61AC"
"경","1급","頸","[[['목'], ['경']]]","頁","7","16","38968","9838","U+9838"
"경","1급","莖","[[['줄기'], ['경']]]","艸","7","11","33686","8396","U+8396"
"경","1급","脛","[[['정강이'], ['경']]]","肉","7","11","33051","811B","U+811B"
"경","1급","磬","[[['경쇠'], ['경']]]","石","11","16","30956","78EC","U+78EC"
"경","1급","痙","[[['경련(痙攣)'], ['경']]]","疒","7","12","30169","75D9","U+75D9"
"경","1급","梗","[[['줄기', '막힐'], ['경']]]","木","7","11","26775","6897","U+6897"
"경","특급Ⅱ","倞","[[['굳셀'], ['경']]]","人","8","10","20510","501E","U+501E"
"경","특급Ⅱ","勍","[[['굳셀'], ['경']]]","力","8","10","21197","52CD","U+52CD"
"경","특급Ⅱ","涇","[[['물이름'], ['경']]]","水","7","10","28039","6D87","U+6D87"
"경","특급Ⅱ","逕","[[['길'], ['경']]]","辵","7","11","36885","9015","U+9015"
"경","특급Ⅱ","耿","[[['빛날'], ['경']]]","耳","4","10","32831","803F","U+803F"
"경","특급Ⅱ","絅","[[['당길', '홑옷'], ['경']]]","糸","5","11","32069","7D45","U+7D45"
"경","특급Ⅱ","擎","[[['받들'], ['경']]]","手","13","17","25806","64CE","U+64CE"
"경","특급Ⅱ","俓","[[['지름길[徑]'], ['경']]]","人","7","9","20435","4FD3","U+4FD3"
"경","특급Ⅱ","坰","[[['들[野]'], ['경']]]","土","5","8","22384","5770","U+5770"
"경","특급Ⅱ","暻","[[['밝을'], ['경']]]","日","12","16","26299","66BB","U+66BB"
"경","특급Ⅱ","璥","[[['옥이름'], ['경']]]","玉","13","17","29861","74A5","U+74A5"
"경","특급","罄","[[['다할'], ['경']]]","缶","11","17","32580","7F44","U+7F44"
"경","특급","睘","[[['놀라서볼'], ['경']]]","目","8","13","30552","7758","U+7758"
"경","특급","鶊","[[['꾀꼬리'], ['경']]]","鳥","8","19","40330","9D8A","U+9D8A"
"경","특급","牼","[[['소정강이뼈'], ['경']]]","牛","7","11","29308","727C","U+727C"
"경","특급","冂","[[['멀'], ['경']]]","冂","0","2","20866","5182","U+5182"
"경","특급","黥","[[['자자(刺字)할'], ['경']]]","黑","8","20","40677","9EE5","U+9EE5"
"경","특급","褧","[[['홑옷'], ['경']]]","衣","10","16","35111","8927","U+8927"
"경","특급","熲","[[['빛날'], ['경']]]","火","11","15","29106","71B2","U+71B2"
"경","특급","焭","[[['외로울'], ['경']]]","火","8","12","28973","712D","U+712D"
"경","특급","煢","[[['외로울'], ['경']]]","火","9","13","29026","7162","U+7162"
"경","특급","檠","[[['등잔걸이'], ['경']]]","木","13","17","27296","6AA0","U+6AA0"
"경","특급","惸","[[['근심할'], ['경']]]","心","9","12","24824","60F8","U+60F8"
"경","특급","冏","[[['빛날'], ['경']]]","冂","5","7","20879","518F","U+518F"
"경","특급","駉","[[['살찌고큰'], ['경']]]","馬","5","15","39369","99C9","U+99C9"
"계","6급Ⅱ","界","[[['지경'], ['계']]]","田","4","9","30028","754C","U+754C"
"계","6급Ⅱ","計","[[['셀'], ['계']]]","言","2","9","35336","8A08","U+8A08"
"계","4급Ⅱ","係","[[['맬'], ['계']]]","人","7","9","20418","4FC2","U+4FC2"
"계","4급","階","[[['섬돌'], ['계']]]","阜","9","12","38542","968E","U+968E"
"계","4급","鷄","[[['닭'], ['계']]]","鳥","10","21","40388","9DC4","U+9DC4"
"계","4급","季","[[['계절'], ['계']]]","子","5","8","23395","5B63","U+5B63"
"계","4급","系","[[['이어맬'], ['계']]]","糸","1","7","31995","7CFB","U+7CFB"
"계","4급","繼","[[['이을'], ['계']]]","糸","14","20","32380","7E7C","U+7E7C"
"계","4급","戒","[[['경계할'], ['계']]]","戈","3","7","25106","6212","U+6212"
"계","3급Ⅱ","契","[[['맺을'], ['계']]]","大","6","9","22865","5951","U+5951"
"계","3급Ⅱ","桂","[[['계수나무'], ['계']]]","木","6","10","26690","6842","U+6842"
"계","3급Ⅱ","啓","[[['열'], ['계']]]","口","8","11","21843","5553","U+5553"
"계","3급Ⅱ","溪","[[['시내'], ['계']]]","水","10","13","28330","6EAA","U+6EAA"
"계","3급Ⅱ","械","[[['기계'], ['계']]]","木","7","11","26800","68B0","U+68B0"
"계","3급","繫","[[['맬'], ['계']]]","糸","13","19","32363","7E6B","U+7E6B"
"계","3급","癸","[[['북방', '천간'], ['계']]]","癶","4","9","30328","7678","U+7678"
"계","1급","悸","[[['두근거릴'], ['계']]]","心","8","11","24760","60B8","U+60B8"
"계","특급Ⅱ","屆","[[['이를[至]'], ['계']]]","尸","5","8","23622","5C46","U+5C46"
"계","특급Ⅱ","堺","[[['지경[界]'], ['계']]]","土","9","12","22586","583A","U+583A"
"계","특급Ⅱ","磎","[[['시내'], ['계']]]","石","10","15","30926","78CE","U+78CE"
"계","특급Ⅱ","稽","[[['머무를'], ['계']]]","禾","10","15","31293","7A3D","U+7A3D"
"계","특급Ⅱ","谿","[[['시내'], ['계']]]","谷","10","17","35903","8C3F","U+8C3F"
"계","특급Ⅱ","棨","[[['중계[壁柱]'], ['계']]]","木","8","12","26856","68E8","U+68E8"
"계","특급Ⅱ","誡","[[['경계할'], ['계']]]","言","7","14","35489","8AA1","U+8AA1"
"계","특급","笄","[[['비녀'], ['계']]]","竹","4","10","31492","7B04","U+7B04"
"계","특급","雞","[[['닭'], ['계']]]","隹","10","18","38622","96DE","U+96DE"
"계","특급","烓","[[['화덕'], ['계']]]","火","6","10","28883","70D3","U+70D3"
"고","6급Ⅱ","高","[[['높을'], ['고']]]","高","0","10","39640","9AD8","U+9AD8"
"고","6급","古","[[['예'], ['고']]]","口","2","5","21476","53E4","U+53E4"
"고","6급","苦","[[['쓸[味覺]'], ['고']]]","艸","5","9","33510","82E6","U+82E6"
"고","5급Ⅱ","告","[[['고할'], ['고']]]","口","4","7","21578","544A","U+544A"
"고","5급","考","[[['생각할'], ['고']]]","老","2","6","32771","8003","U+8003"
"고","5급","固","[[['굳을'], ['고']]]","囗","5","8","22266","56FA","U+56FA"
"고","4급Ⅱ","故","[[['연고'], ['고']]]","攴","5","9","25925","6545","U+6545"
"고","4급","孤","[[['외로울'], ['고']]]","子","5","8","23396","5B64","U+5B64"
"고","4급","庫","[[['곳집'], ['고']]]","广","7","10","24235","5EAB","U+5EAB"
"고","3급Ⅱ","姑","[[['시어미'], ['고']]]","女","5","8","22993","59D1","U+59D1"
"고","3급Ⅱ","稿","[[['원고', '볏짚'], ['고']]]","禾","10","15","31295","7A3F","U+7A3F"
"고","3급Ⅱ","鼓","[[['북'], ['고']]]","鼓","0","13","40723","9F13","U+9F13"
"고","3급","顧","[[['돌아볼'], ['고']]]","頁","12","21","39015","9867","U+9867"
"고","3급","枯","[[['마를'], ['고']]]","木","5","9","26543","67AF","U+67AF"
"고","2급","雇","[[['품팔'], ['고']]]","隹","4","12","38599","96C7","U+96C7"
"고","2급","皐","[[['언덕'], ['고']]]","白","6","11","30352","7690","U+7690"
"고","1급","敲","[[['두드릴'], ['고']]]","攴","10","14","25970","6572","U+6572"
"고","1급","辜","[[['허물'], ['고']]]","辛","5","12","36764","8F9C","U+8F9C"
"고","1급","袴","[[['바지'], ['고']]]","衣","6","11","34996","88B4","U+88B4"
"고","1급","拷","[[['칠'], ['고']]]","手","6","9","25335","62F7","U+62F7"
"고","1급","叩","[[['두드릴'], ['고']]]","口","2","5","21481","53E9","U+53E9"
"고","1급","股","[[['넓적다리'], ['고']]]","肉","4","8","32929","80A1","U+80A1"
"고","1급","呱","[[['울'], ['고']]]","口","5","8","21617","5471","U+5471"
"고","1급","膏","[[['기름'], ['고']]]","肉","10","14","33167","818F","U+818F"
"고","1급","痼","[[['고질'], ['고']]]","疒","8","13","30204","75FC","U+75FC"
"고","1급","錮","[[['막을'], ['고']]]","金","8","16","37678","932E","U+932E"
"고","특급Ⅱ","菰","[[['줄풀'], ['고']]]","艸","8","12","33776","83F0","U+83F0"
"고","특급Ⅱ","藁","[[['짚'], ['고']]]","艸","14","18","34241","85C1","U+85C1"
"고","특급Ⅱ","蠱","[[['독벌레', '고혹할'], ['고']]]","虫","17","23","34865","8831","U+8831"
"고","특급Ⅱ","誥","[[['깨우칠'], ['고']]]","言","7","14","35493","8AA5","U+8AA5"
"고","특급Ⅱ","羔","[[['새끼양'], ['고']]]","羊","4","10","32660","7F94","U+7F94"
"고","특급Ⅱ","沽","[[['살', '팔'], ['고']]]","水","5","8","27837","6CBD","U+6CBD"
"고","특급Ⅱ","槁","[[['마를'], ['고']]]","木","10","14","27073","69C1","U+69C1"
"고","특급Ⅱ","暠","[[['밝을'], ['고']], [['흴'], ['호']]]","日","10","14","26272","66A0","U+66A0"
"고","특급Ⅱ","攷","[[['상고할[考]'], ['고']]]","攴","2","6","25911","6537","U+6537"
"고","특급Ⅱ","尻","[[['꽁무니'], ['고']]]","尸","2","5","23611","5C3B","U+5C3B"
"고","특급Ⅱ","苽","[[['줄'], ['고']], [['오이'], ['과']]]","艸","5","9","33533","82FD","U+82FD"
"고","특급Ⅱ","睾","[[['불알'], ['고']]]","目","9","14","30590","777E","U+777E"
"고","특급","翶","[[['노닐'], ['고']]]","羽","12","18","32758","7FF6","U+7FF6"
"고","특급","楛","[[['거칠'], ['고']], [['나무이름'], ['호']]]","木","9","13","26971","695B","U+695B"
"고","특급","槀","[[['마른나무'], ['고']]]","木","10","14","27072","69C0","U+69C0"
"고","특급","櫜","[[['칼집'], ['고']]]","木","15","19","27356","6ADC","U+6ADC"
"고","특급","盬","[[['짠못', '마실'], ['고']]]","皿","13","18","30444","76EC","U+76EC"
"고","특급","瞽","[[['소경'], ['고']]]","目","13","18","30653","77BD","U+77BD"
"고","특급","罟","[[['그물'], ['고']]]","网","5","10","32607","7F5F","U+7F5F"
"고","특급","羖","[[['염소'], ['고']]]","羊","4","10","32662","7F96","U+7F96"
"고","특급","栲","[[['북나무'], ['고']]]","木","6","10","26674","6832","U+6832"
"고","특급","杲","[[['밝을'], ['고']]]","木","4","8","26482","6772","U+6772"
"고","특급","刳","[[['가를'], ['고']]]","刀","6","8","21043","5233","U+5233"
"고","특급","鼛","[[['큰북'], ['고']]]","鼓","8","21","40731","9F1B","U+9F1B"
"고","특급","稾","[[['원고', '볏짚'], ['고']]]","禾","10","15","31294","7A3E","U+7A3E"
"고","특급","罛","[[['큰물고기그물'], ['고']]]","网","5","10","32603","7F5B","U+7F5B"
"고","특급","觚","[[['술잔'], ['고']]]","角","5","12","35290","89DA","U+89DA"
"고","특급","酤","[[['단술'], ['고']]]","酉","5","12","37220","9164","U+9164"
"고","특급","熇","[[['말릴'], ['고']]]","火","10","14","29063","7187","U+7187"
"곡","5급","曲","[[['굽을'], ['곡']]]","曰","2","6","26354","66F2","U+66F2"
"곡","4급","穀","[[['곡식'], ['곡']]]","禾","10","15","31296","7A40","U+7A40"
"곡","3급Ⅱ","哭","[[['울'], ['곡']]]","口","7","10","21741","54ED","U+54ED"
"곡","3급Ⅱ","谷","[[['골'], ['곡']]]","谷","0","7","35895","8C37","U+8C37"
"곡","1급","梏","[[['수갑'], ['곡']]]","木","7","11","26767","688F","U+688F"
"곡","1급","鵠","[[['고니', '과녁'], ['곡']]]","鳥","7","18","40288","9D60","U+9D60"
"곡","특급Ⅱ","斛","[[['휘'], ['곡']]]","斗","7","11","26011","659B","U+659B"
"곡","특급","觳","[[['곱송그릴'], ['곡']], [['비교할'], ['각']]]","角","10","17","35315","89F3","U+89F3"
"곡","특급","轂","[[['수레바퀴통'], ['곡']]]","車","10","17","36674","8F42","U+8F42"
"곡","특급","牿","[[['외양간'], ['곡']]]","牛","7","11","29311","727F","U+727F"
"곤","4급","困","[[['곤할'], ['곤']]]","囗","4","7","22256","56F0","U+56F0"
"곤","3급","坤","[[['따'], ['곤']]]","土","5","8","22372","5764","U+5764"
"곤","1급","昆","[[['맏'], ['곤']]]","日","4","8","26118","6606","U+6606"
"곤","1급","棍","[[['몽둥이'], ['곤']]]","木","8","12","26829","68CD","U+68CD"
"곤","1급","袞","[[['곤룡포'], ['곤']]]","衣","5","11","34974","889E","U+889E"
"곤","특급Ⅱ","琨","[[['옥돌'], ['곤']]]","玉","8","12","29736","7428","U+7428"
"곤","특급Ⅱ","鯤","[[['곤어'], ['곤']]]","魚","8","19","39908","9BE4","U+9BE4"
"곤","특급Ⅱ","滾","[[['넘쳐흐를'], ['곤']]]","水","11","14","28414","6EFE","U+6EFE"
"곤","특급Ⅱ","梱","[[['문지방'], ['곤']]]","木","7","11","26801","68B1","U+68B1"
"곤","특급Ⅱ","崑","[[['산이름'], ['곤']]]","山","8","11","23825","5D11","U+5D11"
"곤","특급","髡","[[['머리깎을'], ['곤']]]","髟","3","13","39649","9AE1","U+9AE1"
"곤","특급","棞","[[['문지방'], ['곤']]]","木","8","12","26846","68DE","U+68DE"
"곤","특급","錕","[[['붉은쇠'], ['곤']]]","金","8","16","37653","9315","U+9315"
"곤","특급","緄","[[['띠'], ['곤']], [['오랑캐이름'], ['혼']]]","糸","8","14","32196","7DC4","U+7DC4"
"곤","특급","鯀","[[['큰물고기'], ['곤']]]","魚","7","18","39872","9BC0","U+9BC0"
"골","4급","骨","[[['뼈'], ['골']]]","骨","0","10","39592","9AA8","U+9AA8"
"골","1급","汨","[[['골몰할'], ['골']], [['물이름'], ['멱']]]","水","4","7","27752","6C68","U+6C68"
"공","7급Ⅱ","工","[[['장인'], ['공']]]","工","0","3","24037","5DE5","U+5DE5"
"공","7급Ⅱ","空","[[['빌'], ['공']]]","穴","3","8","31354","7A7A","U+7A7A"
"공","6급Ⅱ","公","[[['공평할'], ['공']]]","八","2","4","20844","516C","U+516C"
"공","6급Ⅱ","共","[[['한가지'], ['공']]]","八","4","6","20849","5171","U+5171"
"공","6급Ⅱ","功","[[['공[勳]'], ['공']]]","力","3","5","21151","529F","U+529F"
"공","4급","孔","[[['구멍'], ['공']]]","子","1","4","23380","5B54","U+5B54"
"공","4급","攻","[[['칠[擊]'], ['공']]]","攴","3","7","25915","653B","U+653B"
"공","3급Ⅱ","貢","[[['바칠'], ['공']]]","貝","3","10","36002","8CA2","U+8CA2"
"공","3급Ⅱ","供","[[['이바지할'], ['공']]]","人","6","8","20379","4F9B","U+4F9B"
"공","3급Ⅱ","恐","[[['두려울'], ['공']]]","心","6","10","24656","6050","U+6050"
"공","3급Ⅱ","恭","[[['공손할'], ['공']]]","心","6","10","24685","606D","U+606D"
"공","1급","鞏","[[['굳을'], ['공']]]","革","6","15","38799","978F","U+978F"
"공","1급","拱","[[['팔짱낄'], ['공']]]","手","6","9","25329","62F1","U+62F1"
"공","특급Ⅱ","控","[[['당길'], ['공']]]","手","8","11","25511","63A7","U+63A7"
"공","특급Ⅱ","蚣","[[['지네'], ['공']]]","虫","4","10","34467","86A3","U+86A3"
"공","특급Ⅱ","珙","[[['큰옥'], ['공']]]","玉","6","10","29657","73D9","U+73D9"
"공","특급","悾","[[['정성'], ['공']]]","心","8","11","24766","60BE","U+60BE"
"공","특급","邛","[[['수고할'], ['공']]]","邑","3","6","37019","909B","U+909B"
"과","6급Ⅱ","果","[[['실과'], ['과']]]","木","4","8","26524","679C","U+679C"
"과","6급Ⅱ","科","[[['과목'], ['과']]]","禾","4","9","31185","79D1","U+79D1"
"과","5급Ⅱ","課","[[['공부할', '과정'], ['과']]]","言","8","15","35506","8AB2","U+8AB2"
"과","5급Ⅱ","過","[[['지날'], ['과']]]","辵","9","13","36942","904E","U+904E"
"과","3급Ⅱ","誇","[[['자랑할'], ['과']]]","言","6","13","35463","8A87","U+8A87"
"과","3급Ⅱ","寡","[[['적을'], ['과']]]","宀","11","14","23521","5BE1","U+5BE1"
"과","2급","菓","[[['과자 과', '실과'], ['과']]]","艸","8","12","33747","83D3","U+83D3"
"과","2급","戈","[[['창'], ['과']]]","戈","0","4","25096","6208","U+6208"
"과","2급","瓜","[[['외'], ['과']]]","瓜","0","5","29916","74DC","U+74DC"
"과","1급","顆","[[['낱알'], ['과']]]","頁","8","17","38982","9846","U+9846"
"과","특급Ⅱ","鍋","[[['노구솥'], ['과']]]","金","9","17","37707","934B","U+934B"
"과","특급Ⅱ","跨","[[['넘을'], ['과']]]","足","6","13","36328","8DE8","U+8DE8"
"과","특급","薖","[[['너그러울'], ['과']]]","艸","13","17","34198","8596","U+8596"
"과","특급","夸","[[['사치할', '자랑할'], ['과']]]","大","3","6","22840","5938","U+5938"
"과","특급","蜾","[[['나나니벌'], ['과']]]","虫","8","14","34622","873E","U+873E"
"과","특급","裹","[[['쌀'], ['과']]]","衣","8","14","35065","88F9","U+88F9"
"곽","3급","郭","[[['둘레', '외성'], ['곽']]]","邑","8","11","37101","90ED","U+90ED"
"곽","1급","廓","[[['둘레'], ['곽']], [['클'], ['확']]]","广","11","14","24275","5ED3","U+5ED3"
"곽","1급","槨","[[['외관(外棺)'], ['곽']]]","木","11","15","27112","69E8","U+69E8"
"곽","1급","藿","[[['콩잎', '미역'], ['곽']]]","艸","16","20","34303","85FF","U+85FF"
"곽","특급","霍","[[['곽란'], ['곽']]]","雨","8","16","38669","970D","U+970D"
"곽","특급","躩","[[['바삐갈'], ['곽']]]","足","20","27","36521","8EA9","U+8EA9"
"곽","특급","鞹","[[['가죽'], ['곽']]]","革","11","20","38841","97B9","U+97B9"
"관","5급Ⅱ","觀","[[['볼'], ['관']]]","見","18","25","35264","89C0","U+89C0"
"관","5급Ⅱ","關","[[['관계할'], ['관']]]","門","11","19","38364","95DC","U+95DC"
"관","4급Ⅱ","官","[[['벼슬'], ['관']]]","宀","5","8","23448","5B98","U+5B98"
"관","4급","管","[[['대롱', '주관할'], ['관']]]","竹","8","14","31649","7BA1","U+7BA1"
"관","3급Ⅱ","寬","[[['너그러울'], ['관']]]","宀","12","15","23532","5BEC","U+5BEC"
"관","3급Ⅱ","貫","[[['꿸'], ['관']]]","貝","4","11","36011","8CAB","U+8CAB"
"관","3급Ⅱ","館","[[['집'], ['관']]]","食","8","17","39208","9928","U+9928"
"관","3급Ⅱ","慣","[[['익숙할'], ['관']]]","心","11","14","24931","6163","U+6163"
"관","3급Ⅱ","冠","[[['갓'], ['관']]]","冖","7","9","20896","51A0","U+51A0"
"관","2급","款","[[['항목'], ['관']]]","欠","8","12","27454","6B3E","U+6B3E"
"관","2급","琯","[[['옥피리'], ['관']]]","玉","8","12","29743","742F","U+742F"
"관","2급","串","[[['꿸'], ['관']], [['땅이름'], ['곶']]]","丨","6","7","63749","F905","U+F905"
